"type","label","hidden","current_path","proposed_path","decision","priority","rationale","replacement","courses","local_examples","evidence_scope","placement","source"
"sz_g2d_sprite_angle","a direção (em graus) do sprite %1","false","Jogo 2D > 🕹️ Movimento","Movimento > Direção e distância","MANTER / REORGANIZAR","P1","Agrupar o alvo e as medidas do movimento; manter operações distintas.","","","","catálogo e inspeção direcionada; uso externo não medido","expression","packages/studio/src/official-extensions/game-2d/blockCatalogKits.ts:224"
"sz_g2d_shoot_from","Atirar do sprite %1 para a frente, no grupo %2, velocidade %3 cor %4","false","Jogo 2D > 🚀 Kit espaço","Kits prontos > Espaço","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","","Asteroides clássico | Sobrevivente","triagem editorial do catálogo; uso externo não medido","command","packages/studio/src/official-extensions/game-2d/blockCatalogKits.ts:233"
"sz_g2d_spawn_asteroid_edge","No grupo %1 soltar um asteroide de uma borda, tamanho %2 cor %3 velocidade %4","false","Jogo 2D > 🚀 Kit espaço","Kits prontos > Espaço","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","","Asteroides clássico","triagem editorial do catálogo; uso externo não medido","command","packages/studio/src/official-extensions/game-2d/blockCatalogKits.ts:250"
"sz_g2d_create_city","Criar cidade de prédios %1","false","Jogo 2D > 🦍 Kit gorilas","Kits prontos > Gorilas","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","","Guerra de Gorilas | Guerra de Gorilas vs Robô","triagem editorial do catálogo; uso externo não medido","start-only-command","packages/studio/src/official-extensions/game-2d/blockCatalogKits.ts:269"
"sz_g2d_draw_city","Desenhar a cidade %1","false","Jogo 2D > 🦍 Kit gorilas","Kits prontos > Gorilas","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","","Guerra de Gorilas | Guerra de Gorilas vs Robô","triagem editorial do catálogo; uso externo não medido","command","packages/studio/src/official-extensions/game-2d/blockCatalogKits.ts:280"
"sz_g2d_place_thrower","Pôr o gorila %1 na cidade %2 no lado %3 cor %4","false","Jogo 2D > 🦍 Kit gorilas","Kits prontos > Gorilas","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","","Guerra de Gorilas | Guerra de Gorilas vs Robô","triagem editorial do catálogo; uso externo não medido","start-only-command","packages/studio/src/official-extensions/game-2d/blockCatalogKits.ts:291"
"sz_g2d_new_wind","Sortear o vento da cidade %1","false","Jogo 2D > 🦍 Kit gorilas","Kits prontos > Gorilas","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","","Guerra de Gorilas | Guerra de Gorilas vs Robô","triagem editorial do catálogo; uso externo não medido","command","packages/studio/src/official-extensions/game-2d/blockCatalogKits.ts:314"
"sz_g2d_draw_wind","Desenhar a seta do vento da cidade %1","false","Jogo 2D > 🦍 Kit gorilas","Kits prontos > Gorilas","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","","Guerra de Gorilas | Guerra de Gorilas vs Robô","triagem editorial do catálogo; uso externo não medido","command","packages/studio/src/official-extensions/game-2d/blockCatalogKits.ts:324"
"sz_g2d_aim_drag","Mirar arrastando a partir do gorila %1","false","Jogo 2D > 🦍 Kit gorilas","Kits prontos > Gorilas","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","","Guerra de Gorilas | Guerra de Gorilas vs Robô","triagem editorial do catálogo; uso externo não medido","command","packages/studio/src/official-extensions/game-2d/blockCatalogKits.ts:335"
"sz_g2d_aim_released","soltou a mira do gorila %1 ?","false","Jogo 2D > 🦍 Kit gorilas","Kits prontos > Gorilas","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","","Guerra de Gorilas | Guerra de Gorilas vs Robô","triagem editorial do catálogo; uso externo não medido","expression","packages/studio/src/official-extensions/game-2d/blockCatalogKits.ts:346"
"sz_g2d_throw_banana","Jogar a banana do gorila %1 na cidade %2","false","Jogo 2D > 🦍 Kit gorilas","Kits prontos > Gorilas","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","","Guerra de Gorilas | Guerra de Gorilas vs Robô","triagem editorial do catálogo; uso externo não medido","command","packages/studio/src/official-extensions/game-2d/blockCatalogKits.ts:355"
"sz_g2d_update_banana","Mover a banana da cidade %1","false","Jogo 2D > 🦍 Kit gorilas","Kits prontos > Gorilas","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","","Guerra de Gorilas | Guerra de Gorilas vs Robô","triagem editorial do catálogo; uso externo não medido","command","packages/studio/src/official-extensions/game-2d/blockCatalogKits.ts:368"
"sz_g2d_draw_banana","Desenhar a banana da cidade %1","false","Jogo 2D > 🦍 Kit gorilas","Kits prontos > Gorilas","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","","Guerra de Gorilas | Guerra de Gorilas vs Robô","triagem editorial do catálogo; uso externo não medido","command","packages/studio/src/official-extensions/game-2d/blockCatalogKits.ts:379"
"sz_g2d_banana_hit_thrower","a banana da cidade %1 acertou o gorila %2 ?","false","Jogo 2D > 🦍 Kit gorilas","Kits prontos > Gorilas","AJUSTAR","P0","Perguntas consomem a banana; cidade também abre cratera e retorna verdadeiro ao sair da tela. Preservar legado; nova autoria precisa resolução explícita e resultado legível.","","","Guerra de Gorilas | Guerra de Gorilas vs Robô","catálogo e inspeção direcionada; uso externo não medido","expression","packages/studio/src/official-extensions/game-2d/blockCatalogKits.ts:389"
"sz_g2d_banana_hit_city","a banana da cidade %1 bateu num prédio ?","false","Jogo 2D > 🦍 Kit gorilas","Kits prontos > Gorilas","AJUSTAR","P0","Perguntas consomem a banana; cidade também abre cratera e retorna verdadeiro ao sair da tela. Preservar legado; nova autoria precisa resolução explícita e resultado legível.","","","Guerra de Gorilas | Guerra de Gorilas vs Robô","catálogo e inspeção direcionada; uso externo não medido","expression","packages/studio/src/official-extensions/game-2d/blockCatalogKits.ts:401"
"sz_g2d_play_whistle","Tocar som de banana caindo","false","Jogo 2D > 🦍 Kit gorilas","Som > Efeitos prontos","CONSOLIDAR EM PRESET","P1","playFx já despacha os mesmos helpers; kits podem oferecer o mesmo bloco com opção preenchida. IDs e parsers antigos continuam aceitos.","sz_g2d_play_fx (opção equivalente)","","Guerra de Gorilas | Guerra de Gorilas vs Robô","catálogo e inspeção direcionada; uso externo não medido","command","packages/studio/src/official-extensions/game-2d/blockCatalogKits.ts:410"
"sz_g2d_play_boom","Tocar som de explosão","false","Jogo 2D > 🦍 Kit gorilas","Som > Efeitos prontos","CONSOLIDAR EM PRESET","P1","playFx já despacha os mesmos helpers; kits podem oferecer o mesmo bloco com opção preenchida. IDs e parsers antigos continuam aceitos.","sz_g2d_play_fx (opção equivalente)","","Guerra de Gorilas | Guerra de Gorilas vs Robô | Balão","catálogo e inspeção direcionada; uso externo não medido","command","packages/studio/src/official-extensions/game-2d/blockCatalogKits.ts:420"
"sz_g2d_computer_turn","O robô do gorila %1 joga na cidade %2 mirando no %3","false","Jogo 2D > 🦍 Kit gorilas","Kits prontos > Gorilas","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","","Guerra de Gorilas vs Robô","triagem editorial do catálogo; uso externo não medido","command","packages/studio/src/official-extensions/game-2d/blockCatalogKits.ts:430"
"sz_g2d_draw_aim_readout","Mostrar ângulo e força da mira","false","Jogo 2D > 🦍 Kit gorilas","Kits prontos > Gorilas","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","","Guerra de Gorilas vs Robô","triagem editorial do catálogo; uso externo não medido","command","packages/studio/src/official-extensions/game-2d/blockCatalogKits.ts:445"
"sz_g2d_stickhero_sprite","Criar equilibrista %1 largura %2 altura %3 cor %4","false","Jogo 2D > 🤸 Kit equilibrista","Kits prontos > Equilibrista","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","","Equilibrista","triagem editorial do catálogo; uso externo não medido","start-only-command","packages/studio/src/official-extensions/game-2d/blockCatalogKits.ts:458"
"sz_g2d_stickpath_create","Criar o caminho de plataformas %1 com plataformas cor %2 e bastão cor %3","false","Jogo 2D > 🤸 Kit equilibrista","Kits prontos > Equilibrista","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","","Equilibrista","triagem editorial do catálogo; uso externo não medido","start-only-command","packages/studio/src/official-extensions/game-2d/blockCatalogKits.ts:475"
"sz_g2d_stickpath_scenery","Desenhar o cenário do caminho %1 (céu, colinas e árvores)","false","Jogo 2D > 🤸 Kit equilibrista","Kits prontos > Equilibrista","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","","Equilibrista","triagem editorial do catálogo; uso externo não medido","command","packages/studio/src/official-extensions/game-2d/blockCatalogKits.ts:491"
"sz_g2d_stickpath_grow","Crescer o bastão do caminho %1 (rapidez %2)","false","Jogo 2D > 🤸 Kit equilibrista","Kits prontos > Equilibrista","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","","Equilibrista","triagem editorial do catálogo; uso externo não medido","command","packages/studio/src/official-extensions/game-2d/blockCatalogKits.ts:502"
"sz_g2d_stickpath_drop","Derrubar o bastão do caminho %1","false","Jogo 2D > 🤸 Kit equilibrista","Kits prontos > Equilibrista","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","","Equilibrista","triagem editorial do catálogo; uso externo não medido","command","packages/studio/src/official-extensions/game-2d/blockCatalogKits.ts:517"
"sz_g2d_stickpath_walk","Fazer o equilibrista %1 andar pelo caminho %2 (rapidez %3)","false","Jogo 2D > 🤸 Kit equilibrista","Kits prontos > Equilibrista","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","","Equilibrista","triagem editorial do catálogo; uso externo não medido","command","packages/studio/src/official-extensions/game-2d/blockCatalogKits.ts:528"
"sz_g2d_stickpath_draw","Desenhar as plataformas e o bastão do caminho %1","false","Jogo 2D > 🤸 Kit equilibrista","Kits prontos > Equilibrista","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","","Equilibrista","triagem editorial do catálogo; uso externo não medido","command","packages/studio/src/official-extensions/game-2d/blockCatalogKits.ts:544"
"sz_g2d_stickpath_on_cross","Quando o equilibrista atravessar uma plataforma do caminho %1","false","Jogo 2D > 🤸 Kit equilibrista","Kits prontos > Equilibrista","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","","Equilibrista","triagem editorial do catálogo; uso externo não medido","event","packages/studio/src/official-extensions/game-2d/blockCatalogKits.ts:555"
"sz_g2d_stickpath_on_perfect","Quando o equilibrista acertar bem no meio no caminho %1","false","Jogo 2D > 🤸 Kit equilibrista","Kits prontos > Equilibrista","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","","Equilibrista","triagem editorial do catálogo; uso externo não medido","event","packages/studio/src/official-extensions/game-2d/blockCatalogKits.ts:569"
"sz_g2d_stickpath_fell","o equilibrista caiu no caminho %1 ?","false","Jogo 2D > 🤸 Kit equilibrista","Kits prontos > Equilibrista","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","","Equilibrista","triagem editorial do catálogo; uso externo não medido","expression","packages/studio/src/official-extensions/game-2d/blockCatalogKits.ts:583"
"sz_g2d_balloon_sprite","Criar balão %1 em x %2 y %3 largura %4 altura %5, cor do balão %6 cor do cesto %7","false","Jogo 2D > 🎈 Kit balão","Kits prontos > Balão","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","","Balão","triagem editorial do catálogo; uso externo não medido","start-only-command","packages/studio/src/official-extensions/game-2d/blockCatalogKits.ts:593"
"sz_g2d_balloonpath_create","Criar o caminho de árvores %1","false","Jogo 2D > 🎈 Kit balão","Kits prontos > Balão","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","","Balão","triagem editorial do catálogo; uso externo não medido","start-only-command","packages/studio/src/official-extensions/game-2d/blockCatalogKits.ts:613"
"sz_g2d_balloonpath_scenery","Desenhar o cenário do caminho %1 (céu, colinas, chão e árvores)","false","Jogo 2D > 🎈 Kit balão","Kits prontos > Balão","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","","Balão","triagem editorial do catálogo; uso externo não medido","command","packages/studio/src/official-extensions/game-2d/blockCatalogKits.ts:624"
"sz_g2d_balloon_fire","Acender o fogo do balão %1 (força %2)","false","Jogo 2D > 🎈 Kit balão","Kits prontos > Balão","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","","Balão","triagem editorial do catálogo; uso externo não medido","command","packages/studio/src/official-extensions/game-2d/blockCatalogKits.ts:635"
"sz_g2d_balloon_fly","Fazer o balão %1 voar e cair devagar","false","Jogo 2D > 🎈 Kit balão","Kits prontos > Balão","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","","Balão","triagem editorial do catálogo; uso externo não medido","command","packages/studio/src/official-extensions/game-2d/blockCatalogKits.ts:650"
"sz_g2d_balloonpath_scroll","Avançar o caminho %1 com o balão %2 (velocidade %3)","false","Jogo 2D > 🎈 Kit balão","Kits prontos > Balão","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","","Balão","triagem editorial do catálogo; uso externo não medido","command","packages/studio/src/official-extensions/game-2d/blockCatalogKits.ts:661"
"sz_g2d_balloonpath_on_tree","Quando o balão bater numa árvore do caminho %1","false","Jogo 2D > 🎈 Kit balão","Kits prontos > Balão","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","","Balão","triagem editorial do catálogo; uso externo não medido","event","packages/studio/src/official-extensions/game-2d/blockCatalogKits.ts:677"
"sz_g2d_balloonpath_meters","os metros voados no caminho %1","false","Jogo 2D > 🎈 Kit balão","Kits prontos > Balão","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","","Balão","triagem editorial do catálogo; uso externo não medido","expression","packages/studio/src/official-extensions/game-2d/blockCatalogKits.ts:691"
"sz_g2d_balloon_fuel_left","o combustível do balão %1","false","Jogo 2D > 🎈 Kit balão","Kits prontos > Balão","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","","Balão","triagem editorial do catálogo; uso externo não medido","expression","packages/studio/src/official-extensions/game-2d/blockCatalogKits.ts:699"
"sz_g2d_balloon_landed_out","o balão %1 pousou sem combustível ?","false","Jogo 2D > 🎈 Kit balão","Kits prontos > Balão","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","","Balão","triagem editorial do catálogo; uso externo não medido","expression","packages/studio/src/official-extensions/game-2d/blockCatalogKits.ts:708"
"sz_g2d_fit_tilemap_to_stage","Preparar o mapa %1 encaixado na tela","false","Jogo 2D > 🗺️ Mapas","Cenários > Mapas","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","","Sala com paredes","triagem editorial do catálogo; uso externo não medido","start-only-command","packages/studio/src/official-extensions/game-2d/blockCatalogWorlds.ts:20"
"sz_g2d_place_tilemap","Preparar o mapa %1 em x %2 y %3 com tiles de %4 px","false","Jogo 2D > 🗺️ Mapas","Cenários > Mapas","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","","","triagem editorial do catálogo; uso externo não medido","start-only-command","packages/studio/src/official-extensions/game-2d/blockCatalogWorlds.ts:31"
"sz_g2d_draw_prepared_tilemap","Desenhar o mapa preparado %1","false","Jogo 2D > 🗺️ Mapas","Cenários > Mapas","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","","Sala com paredes","triagem editorial do catálogo; uso externo não medido","loop-command","packages/studio/src/official-extensions/game-2d/blockCatalogWorlds.ts:48"
"sz_g2d_platformer_terrain","Mover o sprite %1 estilo plataforma sobre o terreno, velocidade %2 pulo %3","false","Jogo 2D > 🕹️ Movimento","Movimento > Plataforma","AJUSTAR","P0","Manter chão na borda, terreno confirmado e controlador clássico com gravidade própria separados; oferecer receitas de combinações válidas.","","","Mundo Pirata","catálogo e inspeção direcionada; uso externo não medido","command","packages/studio/src/official-extensions/game-2d/blockCatalogWorlds.ts:61"
"sz_g2d_jump_terrain","Fazer o sprite %1 pular sobre o terreno, força %2","false","Jogo 2D > 🕹️ Movimento","Movimento > Plataforma","AJUSTAR","P0","Manter chão na borda, terreno confirmado e controlador clássico com gravidade própria separados; oferecer receitas de combinações válidas.","","","","catálogo e inspeção direcionada; uso externo não medido","command","packages/studio/src/official-extensions/game-2d/blockCatalogWorlds.ts:77"
"sz_g2d_create_world","Criar Mundo %1 com largura %2 altura %3","false","Jogo 2D > 🌍 Mundos","Cenários > Mundos e câmera","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","","Mundo Pirata | Escalada do Guerreiro | Portas do Castelo | Vale Ensolarado | Vila Ninja | Aventura com câmera","triagem editorial do catálogo; uso externo não medido","start-only-command","packages/studio/src/official-extensions/game-2d/blockCatalogWorlds.ts:94"
"sz_g2d_create_world_from_tilemap","Criar Mundo %1 do mapa %2 com tiles de %3 px","false","Jogo 2D > 🌍 Mundos","Cenários > Mundos e câmera","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","","Aventura do Herói","triagem editorial do catálogo; uso externo não medido","start-only-command","packages/studio/src/official-extensions/game-2d/blockCatalogWorlds.ts:110"
"sz_g2d_world_add_tilemap","No Mundo %1 usar o mapa preparado %2 como terreno","false","Jogo 2D > 🌍 Mundos","Cenários > Mundos e câmera","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","","","triagem editorial do catálogo; uso externo não medido","start-only-command","packages/studio/src/official-extensions/game-2d/blockCatalogWorlds.ts:126"
"sz_g2d_world_add_solid_group","No Mundo %1 usar as figuras do grupo %2 como terreno sólido","false","Jogo 2D > 🌍 Mundos","Cenários > Mundos e câmera","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","","Mundo Pirata | Portas do Castelo","triagem editorial do catálogo; uso externo não medido","start-only-command","packages/studio/src/official-extensions/game-2d/blockCatalogWorlds.ts:140"
"sz_g2d_world_add_platform_group","No Mundo %1 usar as figuras do grupo %2 como plataformas","false","Jogo 2D > 🌍 Mundos","Cenários > Mundos e câmera","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","","","triagem editorial do catálogo; uso externo não medido","start-only-command","packages/studio/src/official-extensions/game-2d/blockCatalogWorlds.ts:154"
"sz_g2d_world_add_enemy_type","No Mundo %1 os inimigos do tipo %2 andam no terreno","false","Jogo 2D > 🌍 Mundos","Cenários > Mundos e câmera","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","","","triagem editorial do catálogo; uso externo não medido","command","packages/studio/src/official-extensions/game-2d/blockCatalogWorlds.ts:168"
"sz_g2d_world_set_edges","No Mundo %1 usar bordas %2","false","Jogo 2D > 🌍 Mundos","Cenários > Mundos e câmera","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","","Mundo Pirata","triagem editorial do catálogo; uso externo não medido","start-only-command","packages/studio/src/official-extensions/game-2d/blockCatalogWorlds.ts:182"
"sz_g2d_world_camera","No Mundo %1 configurar câmera horizontal %2 vertical %3 folga x %4 y %5","false","Jogo 2D > 🌍 Mundos","Cenários > Mundos e câmera","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","","Aventura do Herói | Mundo Pirata | Escalada do Guerreiro | Vale Ensolarado | Vila Ninja | Aventura com câmera","triagem editorial do catálogo; uso externo não medido","start-only-command","packages/studio/src/official-extensions/game-2d/blockCatalogWorlds.ts:204"
"sz_g2d_world_collide","Fazer o sprite %1 colidir com o Mundo %2","false","Jogo 2D > 🌍 Mundos","Cenários > Mundos e câmera","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","","Mundo Pirata | Reino Zero","triagem editorial do catálogo; uso externo não medido","command","packages/studio/src/official-extensions/game-2d/blockCatalogWorlds.ts:240"
"sz_g2d_world_follow_camera","Fazer a câmera do Mundo %1 seguir o sprite %2","false","Jogo 2D > 🌍 Mundos","Cenários > Mundos e câmera","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","","Aventura do Herói | Mundo Pirata | Escalada do Guerreiro | Reino Zero | Vale Ensolarado | Vila Ninja | Aventura com câmera","triagem editorial do catálogo; uso externo não medido","command","packages/studio/src/official-extensions/game-2d/blockCatalogWorlds.ts:254"
"sz_g2d_world_draw","Desenhar o terreno do Mundo %1","false","Jogo 2D > 🌍 Mundos","Cenários > Mundos e câmera","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","","Aventura do Herói | Mundo Pirata | Reino Zero","triagem editorial do catálogo; uso externo não medido","loop-command","packages/studio/src/official-extensions/game-2d/blockCatalogWorlds.ts:268"
"sz_g2d_create_level","Criar Fase %1 usando o Mundo %2, entrada x %3 y %4","false","Jogo 2D > 🚩 Fases","Cenários > Fases e campanha","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","","Portas do Castelo","triagem editorial do catálogo; uso externo não medido","start-only-command","packages/studio/src/official-extensions/game-2d/blockCatalogWorlds.ts:281"
"sz_g2d_enter_level","Entrar na Fase %1 com o sprite %2","false","Jogo 2D > 🚩 Fases","Cenários > Fases e campanha","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","","Portas do Castelo","triagem editorial do catálogo; uso externo não medido","command","packages/studio/src/official-extensions/game-2d/blockCatalogWorlds.ts:298"
"sz_g2d_level_reset_group","Na Fase %1 reiniciar o grupo %2 junto com ela","false","Jogo 2D > 🚩 Fases","Cenários > Fases e campanha","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","","","triagem editorial do catálogo; uso externo não medido","start-only-command","packages/studio/src/official-extensions/game-2d/blockCatalogWorlds.ts:312"
"sz_g2d_restart_level","Reiniciar a Fase %1 com o sprite %2","false","Jogo 2D > 🚩 Fases","Cenários > Fases e campanha","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","","Reino Zero","triagem editorial do catálogo; uso externo não medido","command","packages/studio/src/official-extensions/game-2d/blockCatalogWorlds.ts:326"
"sz_g2d_on_level_enter","Quando entrar na Fase %1","false","Jogo 2D > 🚩 Fases","Cenários > Fases e campanha","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","","","triagem editorial do catálogo; uso externo não medido","event","packages/studio/src/official-extensions/game-2d/blockCatalogWorlds.ts:340"
"sz_g2d_level_is_active","a Fase %1 está ativa?","false","Jogo 2D > 🚩 Fases","Cenários > Fases e campanha","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","","","triagem editorial do catálogo; uso externo não medido","expression","packages/studio/src/official-extensions/game-2d/blockCatalogWorlds.ts:353"
"sz_g2d_current_level_collide","Fazer o sprite %1 colidir com a Fase atual","false","Jogo 2D > 🚩 Fases","Cenários > Fases e campanha","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","","Portas do Castelo","triagem editorial do catálogo; uso externo não medido","command","packages/studio/src/official-extensions/game-2d/blockCatalogWorlds.ts:361"
"sz_g2d_current_level_follow_camera","Fazer a câmera da Fase atual seguir o sprite %1","false","Jogo 2D > 🚩 Fases","Cenários > Fases e campanha","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","","","triagem editorial do catálogo; uso externo não medido","command","packages/studio/src/official-extensions/game-2d/blockCatalogWorlds.ts:372"
"sz_g2d_current_level_draw","Desenhar o terreno da Fase atual","false","Jogo 2D > 🚩 Fases","Cenários > Fases e campanha","MANTER / REORGANIZAR","P1","Manter a capacidade; reorganizar na família proposta. Ausência nos cursos ou exemplos não prova desuso.","","","Portas do Castelo","triagem editorial do catálogo; uso externo não medido","loop-command","packages/studio/src/official-extensions/game-2d/blockCatalogWorlds.ts:382"
